Ad format;Campaign;Account;Campaign ID;Clicks;CTR;Impr.;Avg. CPC;Avg. CPM;TrueView views;TrueView avg. CPV;Cost;Conversions;Cost / conv.
Skippable in-stream;VID_OMD_SI-SL_MCC_MCCUnd_MCCUnd_MCCUnd_NA_GOO_BRD_Vera_18.4.-15.6.2025.;Philips_SLO;22456853468;759;0.14%;532,480;1.6;2.27;150,174;0.01;1210.81;46.51;26.03
In-feed;VID_OMD_SI-SL_MCC_MCCUnd_MCCUnd_MCCUnd_NA_GOO_BRD_Vera_18.4.-15.6.2025.;Philips_SLO;22456853468;5;0.00%;140,073;10.34;0.37;3,075;0.02;51.68;0;0
Shorts;VID_OMD_SI-SL_MCC_MCCUnd_MCCUnd_MCCUnd_NA_GOO_BRD_Vera_18.4.-15.6.2025.;Philips_SLO;22456853468;267;0.11%;243,729;0.52;0.57;2,069;0.07;137.87;25;5.51
Skippable in-stream;VID_OMD_SI-SL_GB_BEA_HairCare_Straight&CurlerCore_NA_GOO_BRD_Curler_15.4.-15.6.2025.;Philips_SLO;22452071881;63;0.04%;155,667;5.8;2.35;41,451;0.01;365.53;7;52.22
In-feed;VID_OMD_SI-SL_GB_BEA_HairCare_Straight&CurlerCore_NA_GOO_BRD_Curler_15.4.-15.6.2025.;Philips_SLO;22452071881;60;0.01%;685,284;3.85;0.34;4,533;0.05;230.81;27.95;8.26
Bumper;VID_OMD_SI-SL_GB_BEA_HairCare_Straight&CurlerCore_NA_GOO_BRD_Curler_15.4.-15.6.2025.;Philips_SLO;22452071881;1,257;0.13%;979,367;1.51;1.93;0;0;1893.53;3;630.77
Skippable in-stream;VID_OMD_RS-SR_MCC_MCCUnd_MCCUnd_MCCUnd_NA_GOO_BRD_Vera_18.4.-15.6.2025.;Philips Serbia DAN;22450383483;5,411;0.32%;1,672,028;0.37;1.21;492,458;0;2027.45;169.28;11.98
In-feed;VID_OMD_RS-SR_MCC_MCCUnd_MCCUnd_MCCUnd_NA_GOO_BRD_Vera_18.4.-15.6.2025.;Philips Serbia DAN;22450383483;82;0.01%;800,627;2.67;0.27;29,018;0.01;219.05;12;18.25
Shorts;VID_OMD_RS-SR_MCC_MCCUnd_MCCUnd_MCCUnd_NA_GOO_BRD_Vera_18.4.-15.6.2025.;Philips Serbia DAN;22450383483;2,122;0.28%;757,756;0.12;0.34;10,381;0.02;255.52;20.17;12.67
Skippable in-stream;VID_OMD_RS-SR_GB_OG_GroomingUndiv_GroomingUndivided_NA_GOO_BRD_Multigroom_15.04.-04.06..;Philips Serbia DAN;22444782155;478;0.06%;819,087;1.89;1.1;244,313;0;901.77;38.73;23.28
In-feed;VID_OMD_RS-SR_GB_OG_GroomingUndiv_GroomingUndivided_NA_GOO_BRD_Multigroom_15.04.-04.06..;Philips Serbia DAN;22444782155;183;0.01%;1,391,955;2.31;0.3;39,498;0.01;422.24;74.62;5.66
Bumper;VID_OMD_RS-SR_GB_OG_GroomingUndiv_GroomingUndivided_NA_GOO_BRD_Multigroom_15.04.-04.06..;Philips Serbia DAN;22444782155;6,831;0.37%;1,856,336;0.22;0.8;0;0;1476.54;23.53;62.74
Skippable in-stream;VID_OMD_RS-SR_GB_BEA_HairCare_Straight&CurlerCore_NA_GOO_BRD_Curler_15.04.-15.06.2025;Philips Serbia DAN;22439010633;97;0.01%;665,263;7.67;1.12;239,400;0;743.66;20;37.18
In-feed;VID_OMD_RS-SR_GB_BEA_HairCare_Straight&CurlerCore_NA_GOO_BRD_Curler_15.04.-15.06.2025;Philips Serbia DAN;22439010633;106;0.01%;1,319,140;2.69;0.22;23,847;0.01;285.13;36;7.92
Bumper;VID_OMD_RS-SR_GB_BEA_HairCare_Straight&CurlerCore_NA_GOO_BRD_Curler_15.04.-15.06.2025;Philips Serbia DAN;22439010633;2,173;0.15%;1,472,337;0.49;0.73;0;0;1071.77;22.21;48.25
Skippable in-stream;VID_OMD_RS-SR_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_8.4.-30.6.2025.;Philips Serbia DAN;22425754280;103;0.02%;549,899;5.08;0.95;218,580;0;522.94;7;74.71
In-feed;VID_OMD_RS-SR_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_8.4.-30.6.2025.;Philips Serbia DAN;22425754280;58;0.00%;1,184,802;3.58;0.18;23,678;0.01;207.88;8.25;25.21
Bumper;VID_OMD_RS-SR_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_8.4.-30.6.2025.;Philips Serbia DAN;22425754280;1,464;0.11%;1,294,203;0.53;0.6;0;0;770.58;5;154.12
Skippable in-stream;VID_OMD_SI-SL_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_8.4.-30.6.2025.;Philips_SLO;22425721094;41;0.02%;192,229;10.47;2.23;57,732;0.01;429.18;9;47.69
In-feed;VID_OMD_SI-SL_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_8.4.-30.6.2025.;Philips_SLO;22425721094;13;0.00%;438,382;10.2;0.3;5,037;0.03;132.66;13.97;9.5
Bumper;VID_OMD_SI-SL_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_8.4.-30.6.2025.;Philips_SLO;22425721094;532;0.08%;645,749;2.06;1.7;0;0;1097.88;16;68.62
Shorts;VID_OMD_SI-SL_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_8.4.-30.6.2025.;Philips_SLO;22425721094;407;0.15%;271,328;0.64;0.97;5,440;0.05;261.96;59.82;4.38
Skippable in-stream;Dr. Oetker Easter Apr 2025 (YT) - CPV;Dr.Oetker EUR;22408653275;2,189;0.22%;993,133;1.26;2.77;585,069;0;2751.01;0;0
Shorts;Dr. Oetker Easter Apr 2025 (YT) - CPV;Dr.Oetker EUR;22408653275;194;0.25%;79,053;0.19;0.46;2,202;0.02;36.24;0;0
Skippable in-stream;VID_OMD_RS-SR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_One Blade_1.4.-30.5.;Philips Serbia DAN;22394892459;289;0.04%;707,716;2.09;0.85;260,031;0;603.95;11.7;51.6
In-feed;VID_OMD_RS-SR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_One Blade_1.4.-30.5.;Philips Serbia DAN;22394892459;137;0.01%;1,783,962;1.92;0.15;32,487;0.01;262.89;25;10.52
Bumper;VID_OMD_RS-SR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_One Blade_1.4.-30.5.;Philips Serbia DAN;22394892459;3,104;0.12%;2,637,242;0.42;0.5;0;0;1315.54;5.05;260.67
Shorts;VID_OMD_RS-SR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_One Blade_1.4.-30.5.;Philips Serbia DAN;22394892459;992;0.12%;805,138;0.32;0.4;13,497;0.02;319.4;36;8.87
Skippable in-stream;Dr. Oetker Easter Apr 2025 (YT) - Reach Mix - CPM;Dr.Oetker EUR;22378998132;32;0.03%;119,909;8.61;2.3;37,269;0.01;275.6;0;0
Bumper;Dr. Oetker Easter Apr 2025 (YT) - Reach Mix - CPM;Dr.Oetker EUR;22378998132;614;0.19%;316,496;0.72;1.39;0;0;439.71;0;0
Shorts;Dr. Oetker Easter Apr 2025 (YT) - Reach Mix - CPM;Dr.Oetker EUR;22378998132;588;0.16%;364,537;0.5;0.81;9,642;0.03;296.29;0;0
Skippable in-stream;VID_OMD_ME-ME_GB_OG_OneBladeOther_OneBladeComm.Inn._NA_GOO_BRD_One Blade_20.3.-30.4.2025.;Philips Serbia DAN;22346314041;412;0.12%;338,260;1.11;1.35;103,347;0;457.74;0;0
In-feed;VID_OMD_ME-ME_GB_OG_OneBladeOther_OneBladeComm.Inn._NA_GOO_BRD_One Blade_20.3.-30.4.2025.;Philips Serbia DAN;22346314041;136;0.02%;643,999;1.88;0.4;23,485;0.01;255.31;4;63.83
Bumper;VID_OMD_ME-ME_GB_OG_OneBladeOther_OneBladeComm.Inn._NA_GOO_BRD_One Blade_20.3.-30.4.2025.;Philips Serbia DAN;22346314041;2,478;0.28%;885,938;0.33;0.92;0;0;819.21;0.22;3678.64
Shorts;VID_OMD_ME-ME_GB_OG_OneBladeOther_OneBladeComm.Inn._NA_GOO_BRD_One Blade_20.3.-30.4.2025.;Philips Serbia DAN;22346314041;803;0.20%;409,945;0.32;0.62;10,581;0.02;254.46;10;25.45
Skippable in-stream;LOC_HRV_HR_MUL_BAIO_NA_Baiocchi_PR_NA_2025-03-15_2025-04-15_NA;Barilla_Mulino Bianco_Youtube_EUR_OMDHR;22339069891;3,499;0.11%;3,090,736;2.05;2.32;2,024,817;0;7162.02;0;0
In-feed;LOC_HRV_HR_MUL_BAIO_NA_Baiocchi_PR_NA_2025-03-15_2025-04-15_NA;Barilla_Mulino Bianco_Youtube_EUR_OMDHR;22339069891;35;0.01%;667,714;9.59;0.5;45,373;0.01;335.79;0;0
Skippable in-stream;VID_OMD_RS-SR_GB_BEA_HairCare_DryerCore_NA_GOO_BRD_Flame_4.3.-15.4.2025.;Philips Serbia DAN;22309555849;1,659;0.16%;1,040,040;0.44;0.7;258,951;0;726.87;55.48;13.1
In-feed;VID_OMD_RS-SR_GB_BEA_HairCare_DryerCore_NA_GOO_BRD_Flame_4.3.-15.4.2025.;Philips Serbia DAN;22309555849;38;0.01%;508,263;2.26;0.17;11,253;0.01;85.88;4.6;18.68
Shorts;VID_OMD_RS-SR_GB_BEA_HairCare_DryerCore_NA_GOO_BRD_Flame_4.3.-15.4.2025.;Philips Serbia DAN;22309555849;870;0.17%;504,362;0.22;0.37;8,928;0.02;188.08;47.12;3.99
Skippable in-stream;VID_OMD_SI-SL_GB_BEA_HairCare_DryerCore_NA_GOO_BRD_Youtube_4.3.-15.4.2025.;Philips_SLO;22305823658;437;0.11%;414,254;1.85;1.95;105,217;0.01;807.55;97.8;8.26
In-feed;VID_OMD_SI-SL_GB_BEA_HairCare_DryerCore_NA_GOO_BRD_Youtube_4.3.-15.4.2025.;Philips_SLO;22305823658;13;0.01%;125,108;2.99;0.31;1,484;0.03;38.84;1.01;38.59
Shorts;VID_OMD_SI-SL_GB_BEA_HairCare_DryerCore_NA_GOO_BRD_Youtube_4.3.-15.4.2025.;Philips_SLO;22305823658;252;0.11%;229,247;0.61;0.67;2,587;0.06;153.43;31.01;4.95
Skippable in-stream;LOC_HRV_HR_GRA_GRAC_NA_Grancereale-brand_PR_NA_2025-02-27_2025-03-31_NA;Barilla_Grancereale_YouTube_EUR_OMDHR;22286693225;1,333;0.07%;1,847,256;2.93;2.12;1,173,630;0;3911;0;0
In-feed;LOC_HRV_HR_GRA_GRAC_NA_Grancereale-brand_PR_NA_2025-02-27_2025-03-31_NA;Barilla_Grancereale_YouTube_EUR_OMDHR;22286693225;4;0.00%;196,072;22.25;0.45;12,964;0.01;89.02;0;0
Skippable in-stream;VID_OMD_SI-SL_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_17.02.-14.04.;Philips_SLO;22248075321;1,853;0.12%;1,553,703;1.51;1.8;424,903;0.01;2793.79;242.74;11.51
In-feed;VID_OMD_SI-SL_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_17.02.-14.04.;Philips_SLO;22248075321;20;0.01%;293,135;3.77;0.26;3,438;0.02;75.45;17;4.44
Shorts;VID_OMD_SI-SL_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_17.02.-14.04.;Philips_SLO;22248075321;838;0.08%;999,545;0.75;0.63;8,396;0.07;628.28;68.95;9.11
Skippable in-stream;VID_OMD_RS-SR_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_17.02.-14.04.;Philips Serbia DAN;22247576781;120;0.24%;50,825;0.19;0.44;20,663;0;22.28;20.11;1.11
In-feed;VID_OMD_RS-SR_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_17.02.-14.04.;Philips Serbia DAN;22247576781;378;0.01%;3,888,755;1.25;0.12;50,664;0.01;473.18;24.47;19.34
Bumper;VID_OMD_RS-SR_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_17.02.-14.04.;Philips Serbia DAN;22247576781;8,739;0.14%;6,151,022;0.29;0.41;0;0;2515.35;32.61;77.15
Shorts;VID_OMD_RS-SR_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_17.02.-14.04.;Philips Serbia DAN;22247576781;4,030;0.15%;2,702,975;0.22;0.33;32,358;0.03;889.83;82.04;10.85
Skippable in-stream;LOC_HRV_HR_MUL_PANB_NA_Pan-Bauletto_PR_NA_2025-02-15_2025-03-15_NA;Barilla_Mulino Bianco_Youtube_EUR_OMDHR;22241443084;3,432;0.13%;2,694,733;1.66;2.11;1,707,404;0;5685.02;0;0
In-feed;LOC_HRV_HR_MUL_PANB_NA_Pan-Bauletto_PR_NA_2025-02-15_2025-03-15_NA;Barilla_Mulino Bianco_Youtube_EUR_OMDHR;22241443084;88;0.01%;712,649;3.57;0.44;46,371;0.01;313.84;0;0
Skippable in-stream;LOC_HRV_HR_GRA_GRAC_NA_Always-on-CPU-2025_AO_NA_2025-02-17_2025-11-30_NA;Barilla_Grancereale_YouTube_EUR_OMDHR;22222166343;1,240;0.09%;1,416,643;2.87;2.51;948,574;0;3559.22;0;0
In-feed;LOC_HRV_HR_GRA_GRAC_NA_Always-on-CPU-2025_AO_NA_2025-02-17_2025-11-30_NA;Barilla_Grancereale_YouTube_EUR_OMDHR;22222166343;68;0.01%;1,120,053;6.49;0.39;62,776;0.01;441.32;0;0
In-feed;Dr. Oetker Ristorante Feliciana Feb 2025 (YT) - Reach Mix - CPM;Dr.Oetker EUR;22200112980;3;0.00%;92,588;5.46;0.18;1,298;0.01;16.38;0;0
Bumper;Dr. Oetker Ristorante Feliciana Feb 2025 (YT) - Reach Mix - CPM;Dr.Oetker EUR;22200112980;418;0.05%;838,894;1.9;0.95;0;0;795.24;0;0
Shorts;Dr. Oetker Ristorante Feliciana Feb 2025 (YT) - Reach Mix - CPM;Dr.Oetker EUR;22200112980;657;0.11%;615,453;0.4;0.43;12,044;0.02;265.6;0;0
Skippable in-stream;Belupo Rinil - December 2025 - (YT) - CPM;Belupo;23368964821;1,841;0.13%;1,431,519;1.07;1.37;479,394;0;1968.15;0;0
Skippable in-stream;BIC Miss Soleil Jun - Aug 2025 (YT) - Reach Mix - CPM;BIC;22697168561;50;0.27%;18,663;0.5;1.34;6,230;0;25.01;0;0
Bumper;BIC Miss Soleil Jun - Aug 2025 (YT) - Reach Mix - CPM;BIC;22697168561;1,923;0.10%;1,894,316;1.35;1.37;0;0;2595.01;0;0
Shorts;BIC Miss Soleil Jun - Aug 2025 (YT) - Reach Mix - CPM;BIC;22697168561;2,685;0.16%;1,636,678;0.44;0.72;15,160;0.08;1180.48;0;0
Skippable in-stream;BoxNow May - Jun 2025 (YT) - Reach Mix - CPM;BoxNow;22585304100;215;0.04%;591,136;6.53;2.38;178,057;0.01;1404.91;0;0
In-feed;BoxNow May - Jun 2025 (YT) - Reach Mix - CPM;BoxNow;22585304100;38;0.00%;1,204,631;12.96;0.41;22,136;0.02;492.61;0;0
Bumper;BoxNow May - Jun 2025 (YT) - Reach Mix - CPM;BoxNow;22585304100;3,086;0.18%;1,726,053;0.75;1.35;0;0;2329.41;0;0
Shorts;BoxNow May - Jun 2025 (YT) - Reach Mix - CPM;BoxNow;22585304100;1,660;0.15%;1,141,674;0.47;0.68;24,282;0.03;772.28;0;0
Skippable in-stream;Saponia Nila May 2025 (YT) - CPM;Saponia;22500191490;2,280;0.18%;1,295,994;1.3;2.29;312,456;0.01;2963.53;0;0
In-feed;Saponia Nila May 2025 (YT) - CPM;Saponia;22500191490;14;0.00%;499,687;15.38;0.43;11,887;0.02;215.34;0;0
Shorts;Saponia Nila May 2025 (YT) - CPM;Saponia;22500191490;684;0.15%;469,117;0.47;0.68;5,123;0.06;321.16;0;0
Non-skippable in-stream;Saponia Faks penta cups - Apr - Jun 2025 (YT) - CPM;Saponia;22434562305;911;0.04%;2,569,718;6.58;2.33;0;0;5995.7;0;0
Skippable in-stream;Saponia Likvi BiH Apr - May 2025 (YT) - CPM;Saponia;22400193514;9,057;0.19%;4,807,326;0.34;0.65;1,719,989;0;3116.62;0;0
In-feed;Saponia Likvi BiH Apr - May 2025 (YT) - CPM;Saponia;22400193514;136;0.01%;1,733,316;3.05;0.24;59,602;0.01;415.25;0;0
Shorts;Saponia Likvi BiH Apr - May 2025 (YT) - CPM;Saponia;22400193514;3,622;0.22%;1,637,811;0.2;0.44;33,786;0.02;716.97;0;0
Skippable in-stream;Saponia Likvi CRO Apr - May 2025 (YT) - CPM;Saponia;22396650401;8,876;0.19%;4,629,172;0.98;1.89;1,426,687;0.01;8742.22;0;0
In-feed;Saponia Likvi CRO Apr - May 2025 (YT) - CPM;Saponia;22396650401;3;0.00%;518,182;124.42;0.72;29,546;0.01;373.26;0;0
Shorts;Saponia Likvi CRO Apr - May 2025 (YT) - CPM;Saponia;22396650401;1,818;0.14%;1,318,234;0.47;0.65;18,639;0.05;858.27;0;0
Non-skippable in-stream;202503//Taft Spray&Mousse//Taft_STY Aloe Boost B 25//Taft_STY Aloe Boost B 25//video//trueview;CEE//HR//B//Hair Styling//Taft Spray&Mousse//Taft Spray&Mousse;22339790134;1,992;0.07%;2,902,995;3.01;2.07;0;0;6001.38;0;0
Bumper;202503//Taft Spray&Mousse//Taft_STY Aloe Boost B 25//Taft_STY Aloe Boost B 25//video//bumper;CEE//HR//B//Hair Styling//Taft Spray&Mousse//Taft Spray&Mousse;22339783192;7,460;0.19%;4,029,329;0.67;1.24;0;0;5001.35;0;0
Bumper;202501//Taft Spray&Mousse//Taft x Gliss LE 2024//Taft x Gliss LE 2024//video//Bumper;CEE//HR//B//Hair Styling//Taft Spray&Mousse//Taft Spray&Mousse;22088751497;1,966;0.16%;1,211,707;0.76;1.24;0;0;1500.57;0;0
Non-skippable in-stream;202501//Taft Spray&Mousse//Taft x Gliss LE 2024//Taft x Gliss LE 2024//video//Trueview;CEE//HR//B//Hair Styling//Taft Spray&Mousse//Taft Spray&Mousse;22082603646;844;0.08%;1,111,621;2.67;2.02;0;0;2250.71;0;0
Skippable in-stream;Rio Mare Great Taste December 2025 (YT) - CPM;Rio Mare EUR;23345854229;2,035;0.11%;1,910,182;2.14;2.28;679,227;0.01;4349.94;0;0
In-feed;Rio Mare Great Taste December 2025 (YT) - CPM;Rio Mare EUR;23345854229;2;0.00%;50,794;16.27;0.64;785;0.04;32.53;0;0
Shorts;Rio Mare Great Taste December 2025 (YT) - CPM;Rio Mare EUR;23345854229;2,081;0.12%;1,723,269;0.75;0.9;30,065;0.05;1556.94;0;0
Skippable in-stream;Rio Mare Pate Mayo October 2025 (YT) - CPM - 2;Rio Mare EUR;23151406242;927;0.11%;854,063;2.59;2.81;359,504;0.01;2399.76;0;0
In-feed;Rio Mare Pate Mayo October 2025 (YT) - CPM - 2;Rio Mare EUR;23151406242;17;0.00%;672,827;39.69;1;21,700;0.03;674.66;0;0
Shorts;Rio Mare Pate Mayo October 2025 (YT) - CPM - 2;Rio Mare EUR;23151406242;505;0.09%;543,897;0.97;0.9;5,222;0.09;489.26;0;0
Skippable in-stream;Rio Mare Pate Mayo October 2025 (YT) - CPM;Rio Mare EUR;23125923104;193;0.29%;65,581;1.45;4.28;21,115;0.01;280.38;0;0
In-feed;Rio Mare Pate Mayo October 2025 (YT) - CPM;Rio Mare EUR;23125923104;4;0.00%;107,348;24.58;0.92;6,646;0.01;98.32;0;0
Shorts;Rio Mare Pate Mayo October 2025 (YT) - CPM;Rio Mare EUR;23125923104;42;0.07%;60,418;1.36;0.95;848;0.07;57.17;0;0
Bumper;Borotalco Men Aug - Sep 2025 (CPM) - Bumper;Borotalco EUR;22928971609;3,212;0.18%;1,737,161;0.82;1.52;0;0;2637.96;0;0
Skippable in-stream;Borotalco Men Aug - Sep 2025 (CPV) - VVC;Borotalco EUR;22919079036;3,887;0.22%;1,736,500;1.07;2.4;984,915;0;4161.26;0;0
In-feed;Borotalco Men Aug - Sep 2025 (CPV) - VVC;Borotalco EUR;22919079036;3;0.00%;199,460;32.68;0.49;13,802;0.01;98.04;0;0
In-feed;UHU BTS Aug - Sep 2025 (YT) - Bumper - CPM;UHU EUR;22914435242;11;0.01%;175,512;20.48;1.28;6,076;0.04;225.24;0;0
Bumper;UHU BTS Aug - Sep 2025 (YT) - Bumper - CPM;UHU EUR;22914435242;1,414;0.13%;1,125,575;1.35;1.7;0;0;1912.61;0;0
Shorts;UHU BTS Aug - Sep 2025 (YT) - Bumper - CPM;UHU EUR;22914435242;1,854;0.25%;752,103;0.38;0.95;31,773;0.02;711.41;0;0
Skippable in-stream;Rio Mare Sicily August 2025 (YT) - CPM;Rio Mare EUR;22857496712;51;0.25%;20,281;0.42;1.06;5,906;0;21.51;0;0
In-feed;Rio Mare Sicily August 2025 (YT) - CPM;Rio Mare EUR;22857496712;19;0.00%;764,493;12.88;0.32;13,985;0.02;244.74;0;0
Bumper;Rio Mare Sicily August 2025 (YT) - CPM;Rio Mare EUR;22857496712;3,977;0.15%;2,699,215;0.84;1.24;0;0;3354.85;0;0
Shorts;Rio Mare Sicily August 2025 (YT) - CPM;Rio Mare EUR;22857496712;1,089;0.16%;676,568;0.35;0.56;9,368;0.04;379.17;0;0
Skippable in-stream;Borotalco Pure June 2025 (CPV);Borotalco EUR;22714966255;2,757;0.09%;2,943,197;2.43;2.28;2,008,449;0;6697.08;0;0
In-feed;Borotalco Pure June 2025 (CPV);Borotalco EUR;22714966255;43;0.00%;2,317,968;25.63;0.48;179,065;0.01;1101.92;0;0
Bumper;Borotalco Pure June 2025 (Bumper);Borotalco EUR;22711295453;3,961;0.16%;2,410,310;0.96;1.58;0;0;3799.92;0;0
Skippable in-stream;Rio Mare For Oceans Jun 2025 (YT) - CPV;Rio Mare EUR;22629192638;2,388;0.18%;1,359,002;2.07;3.64;855,524;0.01;4950.97;0;0
In-feed;Rio Mare For Oceans Jun 2025 (YT) - CPV;Rio Mare EUR;22629192638;7;0.01%;111,852;6.66;0.42;3,625;0.01;46.59;0;0
Bumper;Rio Mare For Oceans Jun 2025 (YT) - Bumper;Rio Mare EUR;22623027750;2,155;0.16%;1,345,763;0.97;1.56;0;0;2097.35;0;0
Skippable in-stream;Rio Mare Filodolio May - Jun 2025 (YT) - CPV;Rio Mare EUR;22524793110;3,512;0.14%;2,492,507;2.09;2.95;1,729,285;0;7344.73;0;0
In-feed;Rio Mare Filodolio May - Jun 2025 (YT) - CPV;Rio Mare EUR;22524793110;25;0.00%;625,951;14.53;0.58;43,388;0.01;363.13;0;0
Shorts;Rio Mare Filodolio May - Jun 2025 (YT) - CPV;Rio Mare EUR;22524793110;70;0.19%;36,728;0.23;0.44;1,043;0.02;16.31;0;0
Bumper;UHU Super Glue Control April 2025 (YT) - Bumper - CPM;UHU EUR;22424964895;8,869;0.24%;3,719,854;0.79;1.87;0;0;6963.46;0;0
Shorts;UHU Super Glue Control April 2025 (YT) - Bumper - CPM;UHU EUR;22424964895;1,020;0.21%;491,262;0.74;1.54;11,874;0.06;754.57;0;0
Skippable in-stream;Rio Mare Insalatissime Apr - May 2025 (YT) - CPM;Rio Mare EUR;22422142785;3,873;0.24%;1,623,821;0.83;1.97;419,033;0.01;3201.78;0;0
Shorts;Rio Mare Insalatissime Apr - May 2025 (YT) - CPM;Rio Mare EUR;22422142785;1,495;0.15%;1,019,865;0.53;0.78;9,806;0.08;797.21;0;0
Skippable in-stream;LOC_HRV_HR_BAR_BLUE_NA_Togetherness_PR_NA_2025-03-17_2025-04-13_NA;Barilla_Youtube_EUR_OMDHR;22309984514;1,336;0.11%;1,238,073;2.51;2.7;869,972;0;3347.06;10;334.71
In-feed;LOC_HRV_HR_BAR_BLUE_NA_Togetherness_PR_NA_2025-03-17_2025-04-13_NA;Barilla_Youtube_EUR_OMDHR;22309984514;43;0.01%;525,249;6.37;0.52;35,236;0.01;274.02;0;0
Skippable in-stream;LOC_HRV_HR_BAR_PESS_NA_Pesto-March_PR_NA_2025-03-10_2025-03-30_NA;Barilla_Youtube_EUR_OMDHR;22306320697;1,798;0.13%;1,426,633;2;2.52;946,923;0;3598.07;51.06;70.46
In-feed;LOC_HRV_HR_BAR_PESS_NA_Pesto-March_PR_NA_2025-03-10_2025-03-30_NA;Barilla_Youtube_EUR_OMDHR;22306320697;19;0.00%;404,887;10.76;0.5;27,090;0.01;204.35;0;0
Skippable in-stream;LOC_HRV_HR_BAR_BLUE_NA_Always-on_AO_NA_2025-01-01_2025-12-31-Trueview;Barilla_Youtube_EUR_OMDHR;22183805418;1,966;0.11%;1,839,913;2.52;2.69;1,267,760;0;4956.94;4;1239.24
In-feed;LOC_HRV_HR_BAR_BLUE_NA_Always-on_AO_NA_2025-01-01_2025-12-31-Trueview;Barilla_Youtube_EUR_OMDHR;22183805418;68;0.00%;1,995,762;14.02;0.48;127,145;0.01;953.29;8;119.16
Skippable in-stream;Škoda Octavia Dec 2025 (YT) - Efficient Reach - CPM;Porsche Škoda 2023;23358399088;946;0.10%;942,438;1.87;1.87;385,037;0;1765.63;338.77;5.21
In-feed;Škoda Octavia Dec 2025 (YT) - Efficient Reach - CPM;Porsche Škoda 2023;23358399088;15;0.00%;485,817;17.69;0.55;5,767;0.05;265.38;41.07;6.46
Shorts;Škoda Octavia Dec 2025 (YT) - Efficient Reach - CPM;Porsche Škoda 2023;23358399088;858;0.15%;562,027;0.55;0.83;8,776;0.05;468.02;223.89;2.09
Skippable in-stream;Škoda 130 godina Nov - Dec 2025 (YT) Efficient reach - CPM;Porsche Škoda 2023;23236016321;1,146;0.08%;1,502,285;2.66;2.03;632,947;0;3048.35;588.41;5.18
In-feed;Škoda 130 godina Nov - Dec 2025 (YT) Efficient reach - CPM;Porsche Škoda 2023;23236016321;47;0.00%;962,654;8.49;0.41;10,637;0.04;398.8;88.24;4.52
Shorts;Škoda 130 godina Nov - Dec 2025 (YT) Efficient reach - CPM;Porsche Škoda 2023;23236016321;1,563;0.14%;1,096,643;0.51;0.73;20,734;0.04;797.45;225.77;3.53
Skippable in-stream;Audi Q3 Nov - Dec 2025 - (YT)  Efficient reach - CPM;Porsche Audi 2023;23227314390;1,884;0.10%;1,862,841;2.03;2.06;764,279;0.01;3830.79;624.54;6.13
In-feed;Audi Q3 Nov - Dec 2025 - (YT)  Efficient reach - CPM;Porsche Audi 2023;23227314390;37;0.00%;1,005,175;12.76;0.47;10,464;0.05;472.18;49;9.64
Shorts;Audi Q3 Nov - Dec 2025 - (YT)  Efficient reach - CPM;Porsche Audi 2023;23227314390;1,350;0.15%;924,482;0.52;0.75;12,378;0.06;695.56;357.58;1.95
Non-skippable in-stream;Finish Reckitt PIP Nov 2025 (YT) - CPM - Retargeting;Finish;23223501740;416;0.05%;819,166;5.92;3;0;0;2461.14;0;0
Skippable in-stream;Porsche DWA Oct - Dec 2025 (YT) - Efficient reach - CPM;Porsche  Das Welt Auto 2023;23205520748;882;0.06%;1,452,170;3.45;2.09;652,450;0;3042.26;0;0
In-feed;Porsche DWA Oct - Dec 2025 (YT) - Efficient reach - CPM;Porsche  Das Welt Auto 2023;23205520748;26;0.00%;976,391;16.99;0.45;12,193;0.04;441.73;0;0
