Campaign;Campaign ID;Campaign type;Country/Territory (User location);Impr.;Clicks;Cost
Kaufland - Impuls - Image - CSR - KŠViP - 1. val - Apr 2025 (DN) - CPC;22420905485;Display;Luxembourg;54;0;0
Kaufland - Impuls - Image - CSR - KŠViP - 2. val - Apr-May 2025 (DN) - CPC;22504315132;Display;Latvia;11;0;0
Kaufland - Impuls - Image - CSR - KŠViP - 1. val - Apr 2025 (DN) - CPC;22420905485;Display;Hong Kong;21;0;0
Porsche Moon Oct - Dec 2025 - (PMAX) - CPA;23100458605;Performance Max;Nigeria;1;0;0
Kaufland - BTS -  1. i 2. val - Aug - Sep 2025 (DN) - CPC;22902769159;Display;Bulgaria;395;4;0.33
Kaufland - Impuls - Other - Online katalog - Guilty pleasures - Jan 2025 (DN) - CPC;22104822958;Display;Croatia;1,885,238;41,696;1402.85
Kaufland - Impuls - Image - CSR - KŠViP - 1. val - Apr 2025 (DN) - CPC;22420905485;Display;Saudi Arabia;35;2;0.13
Porsche Moon Oct - Dec 2025 - (PMAX) - CPA;23100458605;Performance Max;Switzerland;2;0;0
Kaufland - BTS -  1. i 2. val - Aug - Sep 2025 (DN) - CPC;22902769159;Display;Finland;191;7;0.62
Kaufland - Impuls - Image - CSR - KŠViP - 2. val - Apr-May 2025 (DN) - CPC;22504315132;Display;South Africa;53;1;0.08
Kaufland - K-Card Easter - Uskrs - Mar-Apr 2025 (DN) - CPC;22349140680;Display;Croatia;1,388,710;21,393;900.9
Kaufland - BTS -  1. i 2. val - Aug - Sep 2025 (DN) - CPC;22902769159;Display;Singapore;107;1;0.08
Kaufland - Impuls - Image - CSR - KŠViP - 2. val - Apr-May 2025 (DN) - CPC;22504315132;Display;Macao;1;0;0
Kaufland - Impuls - Image - CSR - KŠViP - 1. val - Apr 2025 (DN) - CPC;22420905485;Display;Germany;1,938;27;2.66
Kaufland - BTS -  1. i 2. val - Aug - Sep 2025 (DN) - CPC;22902769159;Display;Reunion;20;0;0
Kaufland - Impuls - Image - CSR - KŠViP - 1. val - Apr 2025 (DN) - CPC;22420905485;Display;New Zealand;6;1;0.09
Kaufland - Impuls - NEO konkurencija - Stoti kupac - Jankomir - Oct 2025 (DN) - CPM;23078243977;Display;Croatia;949,465;982;349.65
Kaufland - Impuls - Image - CSR - KŠViP - 1. val - Apr 2025 (DN) - CPC;22420905485;Display;South Africa;20;1;0.04
Kaufland - Impuls - Image - CSR - KŠViP - 2. val - Apr-May 2025 (DN) - CPC;22504315132;Display;Denmark;174;1;0.19
Porsche Moon Oct - Dec 2025 - (PMAX) - CPA;23100458605;Performance Max;Romania;1;0;0
Kaufland - SuperSommer - 1., 2., 3., 4., 5., 6. i 7. val - 2025 (DN) - CPM - Other languages;22609066737;Display;Croatia;24,063,806;39,285;6986.82
Kaufland - Impuls - Image - CSR - KŠViP - 2. val - Apr-May 2025 (DN) - CPC;22504315132;Display;Canada;181;0;0
Kaufland - Impuls - Image - CSR - KŠViP - 2. val - Apr-May 2025 (DN) - CPC;22504315132;Display;Romania;457;6;0.63
Kaufland - BTS -  1. i 2. val - Aug - Sep 2025 (DN) - CPC;22902769159;Display;Malta;58;0;0
Kaufland - Image - Impuls - Gaming - Minecraft - Apr 2025 (DN) - CPM;22409208617;Display;Croatia;5,157,805;4,356;1257.07
Kaufland - BTS -  1. i 2. val - Aug - Sep 2025 (DN) - CPC;22902769159;Display;Netherlands;264;2;0.32
Kaufland - Impuls - Image - CSR - KŠViP - 1. val - Apr 2025 (DN) - CPC;22420905485;Display;Lithuania;35;1;0.09
Kaufland - Impuls - Image - CSR - KŠViP - 1. val - Apr 2025 (DN) - CPC;22420905485;Display;Denmark;45;1;0.07
Kaufland - Impuls - Image - CSR - KŠViP - 1. val - Apr 2025 (DN) - CPC;22420905485;Display;Oman;19;0;0
Kaufland - Impuls - Image - CSR - KŠViP - 1. val - Apr 2025 (DN) - CPC;22420905485;Display;Czechia;120;4;0.37
Kaufland - Impuls - Ivanec - Sept-Nov 2025 (DG) - CPC;23055092044;Demand Gen;Croatia;91,996;4,181;501.92
Kaufland - SuperSommer - 1., 2., 3., 4., 5., 6. i 7. val - 2025 (DN) - CPM - German language;22619003188;Display;Croatia;12,199,537;16,319;3063.67
Kaufland - Impuls - Image - CSR - KŠViP - 1. val - Apr 2025 (DN) - CPC;22420905485;Display;Israel;18;0;0
Porsche Moon Oct - Dec 2025 - (PMAX) - CPA;23100458605;Performance Max;Ukraine;2;0;0
Kaufland - Impuls - Image - CSR - KŠViP - 1. val - Apr 2025 (DN) - CPC;22420905485;Display;Slovakia;99;0;0
Kaufland - Impuls - Image - CSR - KŠViP - 1. val - Apr 2025 (DN) - CPC;22420905485;Display;Bulgaria;343;1;0.05
Kaufland - Stranci - Punjabi - Jul 2025 (DN) - CPM;22779254867;Display;Croatia;2,679;6;1.08
Kaufland - Impuls - Image - CSR - KŠViP - 1. val - Apr 2025 (DN) - CPC;22420905485;Display;Finland;146;5;0.48
Kaufland - Impuls - Competition - NEO konkurencija Sinj - 100ti kupac - Dec-Jan 2024 (DN) - CPM;22052818761;Display;Bosnia and Herzegovina;4,561;7;1.99
Porsche Moon Oct - Dec 2025 - (PMAX) - CPA;23100458605;Performance Max;China;2;0;0
Porsche Moon Oct - Dec 2025 - (PMAX) - CPA;23100458605;Performance Max;Dominican Republic;2;0;0
Kaufland GDN Godišnja 2026 (DN);19354219109;Display;Slovenia;2;0;0
Kaufland - Impuls - Image - CSR - KŠViP - 2. val - Apr-May 2025 (DN) - CPC;22504315132;Display;Poland;656;28;3.72
Kaufland - SuperSommer - 1., 2., 3., 4., 5., 6. i 7. val - 2025 (DN) - CPM - Other languages;22609066737;Display;Bosnia and Herzegovina;40;0;0.01
Kaufland - Impuls - Image - CSR - KŠViP - 1. val - Apr 2025 (DN) - CPC;22420905485;Display;Netherlands;114;2;0.18
Kaufland - Impuls - Kaufland Card - Blue Tuesday - Aug 2025 (DN) - CPC;22922001768;Display;Croatia;1,619,886;20,025;1057.18
Kaufland - Impuls - Image - CSR - KŠViP - 2. val - Apr-May 2025 (DN) - CPC;22504315132;Display;Reunion;5;0;0
Kaufland - Impuls - Image - CSR - KŠViP - 2. val - Apr-May 2025 (DN) - CPC;22504315132;Display;Hungary;1,242;19;1.93
Kaufland - Impuls - Image - CSR - KŠViP - 2. val - Apr-May 2025 (DN) - CPC;22504315132;Display;Malta;222;0;0
Kaufland - Impuls - Image - CSR - KŠViP - 1. val - Apr 2025 (DN) - CPC;22420905485;Display;Croatia;1,247,519;17,887;1490.37
Kaufland - Impuls - Image - CSR - KŠViP - 1. val - Apr 2025 (DN) - CPC;22420905485;Display;Portugal;116;1;0.1
Kaufland - BTS -  1. i 2. val - Aug - Sep 2025 (DN) - CPC;22902769159;Display;United States;270;0;0
Kaufland - Impuls - Image - CSR - KŠViP - 2. val - Apr-May 2025 (DN) - CPC;22504315132;Display;Greece;546;7;0.63
Kaufland - Impuls - Image - CSR - KŠViP - 1. val - Apr 2025 (DN) - CPC;22420905485;Display;Sweden;199;4;0.33
Kaufland - Impuls - Image - Price - Cjenovna kampanja - Sept-Oct 2025 (DG) - CPC;22973235801;Demand Gen;Croatia;3,013,688;61,282;1537.75
Kaufland - Impuls - Image - CSR - KŠViP - 2. val - Apr-May 2025 (DN) - CPC;22504315132;Display;Cyprus;89;0;0
Kaufland - Impuls - Katalog Dekoracije i kolači - (DN) - CPC;23303954306;Display;Croatia;1,844,867;22,414;1389.33
Kaufland - BTS -  1. i 2. val - Aug - Sep 2025 (DN) - CPC;22902769159;Display;Poland;383;7;0.61
Kaufland - Impuls - Image - CSR - KŠViP - 2. val - Apr-May 2025 (DN) - CPC;22504315132;Display;New Zealand;11;1;0.16
Kaufland - Impuls - Kaufland Card - Blue Tuesday - Jun 2025 (DN) - CPC;22701405799;Display;Croatia;2,098,977;25,288;1493.06
Kaufland - Impuls - Image - CSR - KŠViP - 2. val - Apr-May 2025 (DN) - CPC;22504315132;Display;United States;239;4;0.73
Kaufland - Impuls - Image - CSR - KŠViP - 1. val - Apr 2025 (DN) - CPC;22420905485;Display;Singapore;30;0;0
Kaufland - Impuls - Image - CSR - KŠViP - 1. val - Apr 2025 (DN) - CPC;22420905485;Display;Switzerland;9;0;0
Kaufland - BTS -  1. i 2. val - Aug - Sep 2025 (DN) - CPC;22902769159;Display;Oman;8;0;0
Kaufland - Impuls - Image - CSR - KŠViP - 2. val - Apr-May 2025 (DN) - CPC;22504315132;Display;Portugal;279;0;0
Kaufland - Impuls - Image - CSR - KŠViP - 2. val - Apr-May 2025 (DN) - CPC;22504315132;Display;Norway;390;2;0.33
Porsche Moon Oct - Dec 2025 - (PMAX) - CPA;23100458605;Performance Max;Czechia;2;0;0
Kaufland - Impuls - Image - CSR - KŠViP - 2. val - Apr-May 2025 (DN) - CPC;22504315132;Display;Belgium;769;2;0.19
Kaufland - Image - Split - Ravne njive - Nov - (DN) - CPM;23252553270;Display;Croatia;372,455;373;140.69
Kaufland - BTS -  1. i 2. val - Aug - Sep 2025 (DN) - CPC;22902769159;Display;New Zealand;1;0;0
Kaufland - BTS -  1. i 2. val - Aug - Sep 2025 (DN) - CPC;22902769159;Display;Switzerland;406;2;0.21
Porsche Moon Oct - Dec 2025 - (PMAX) - CPA;23100458605;Performance Max;Sweden;5;1;1.19
Kaufland - Impuls - Online leaflets - Back to school - Aug-Sep 2025 (DN) - CPC;22942079495;Display;Croatia;1,903,965;22,690;1074.9
Kaufland - Impuls - Kaufland Card - Blue Tuesday - Apr 2025 (DN) - CPC;22477837665;Display;Croatia;1,801,756;18,149;1500.04
Kaufland - Impuls - Image - CSR - KŠViP - 2. val - Apr-May 2025 (DN) - CPC;22504315132;Display;Japan;139;0;0
Kaufland - Impuls - Kaufland Card - Nagradna igra - Orašar - November - (DG) - CPC;23257840267;Demand Gen;Croatia;1,804,784;40,982;1448.26
Kaufland - Impuls - Image - CSR - KŠViP - 1. val - Apr 2025 (DN) - CPC;22420905485;Display;Latvia;10;0;0
Kaufland - Impuls - Image - CSR - KŠViP - 1. val - Apr 2025 (DN) - CPC;22420905485;Display;Brunei;1;0;0
Kaufland - Impuls - Competition - NEO konkurencija - Neviđena rasprodaja - Jankomir - Aug 2025 (DN) - CPM;22935327806;Display;Croatia;1,133,226;1,460;395.74
Porsche Moon Oct - Dec 2025 - (PMAX) - CPA;23100458605;Performance Max;Vietnam;1;0;0
Kaufland - Impuls - Split - Ravne njive - Nov - (DN) - CPC;23261800483;Display;Croatia;383,172;7,003;326.98
Kaufland - Impuls - Image - CSR - KŠViP - 1. val - Apr 2025 (DN) - CPC;22420905485;Display;Japan;93;0;0
Kaufland - BTS -  1. i 2. val - Aug - Sep 2025 (DN) - CPC;22902769159;Display;South Africa;28;0;0
Kaufland - Impuls - Kaufland Card Rođendan - Oct - Nov 2025 (DN) - CPC;23135201942;Display;Croatia;1,412,354;21,589;998.33
Kaufland - Impuls - Image - CSR - KŠViP - 2. val - Apr-May 2025 (DN) - CPC;22504315132;Display;Hong Kong;144;0;0
Kaufland - Impuls - Božić - Nov-Dec - (DN) - CPC;23259493185;Display;Croatia;5,365,916;106,244;3943.72
Kaufland - Image - Impuls - Other - Otvaranje konkurencije - Vinkovci - Jun-Jul 2025 (DN) - CPM;22715554283;Display;Croatia;1,640,530;2,110;499.99
Kaufland - Image - Impuls - Christmas - IGRAČKE - Nov-Dec 2025 (DN) - CPC;23228485387;Display;Croatia;1,957,293;37,360;1953.25
202503// Got2b_STY Topseller B 25_OLV_16x9_15s_RangeBeachMattTwistedPowderful-Master_ChillHold&HeatProtection&VolumeBoost//15sec//CPM//W18-54;22608337149;In-stream video;Croatia;1,623,672;1,023;4000.14
Kaufland - BTS -  1. i 2. val - Aug - Sep 2025 (DN) - CPC;22902769159;Display;Canada;276;6;0.84
Kaufland - Impuls - Kaufland Card - NEO konkurencija - 100ti kupac - Split - Jan-Feb 2025 (DN) - CPM;22094960787;Display;Croatia;3,464,953;4,056;999.98
Kaufland - Impuls - Image - CSR - KŠViP - 1. val - Apr 2025 (DN) - CPC;22420905485;Display;Greece;182;1;0.07
Kaufland - SuperSommer - 1., 2., 3., 4., 5., 6. i 7. val - 2025 (DN) - CPM - Italian language;22615379438;Display;Croatia;2,250,314;2,504;448.4
Porsche Moon Oct - Dec 2025 - (PMAX) - CPA;23100458605;Performance Max;Bulgaria;3;1;1.45
Porsche Moon Oct - Dec 2025 - (DG) - CPC;23095969412;Demand Gen;Croatia;4,520,397;74,995;2499.34
Porsche Moon Oct - Dec 2025 - (YT) - VVC;23095969598;In-stream video;Croatia;2,733,847;1,908;5500.98
Porsche Moon Oct - Dec 2025 - (PMAX) - CPA;23100458605;Performance Max;Brazil;1;0;0
Kaufland - Impuls - Image - CSR - KŠViP - 1. val - Apr 2025 (DN) - CPC;22420905485;Display;Cyprus;23;0;0
Kaufland - BTS -  1. i 2. val - Aug - Sep 2025 (DN) - CPC;22902769159;Display;Qatar;160;1;0.03
Porsche DWA Oct - Dec 2025 (GDN) - CPC;23209790548;Display;Croatia;2,194,012;46,892;3722.24
Kaufland - Impuls - Kaufland Card - Blue Tuesday - Biograd - May-Jun 2025 (DN) - CPM;22588026601;Display;Croatia;1,325,725;1,584;752.22
Kaufland - Impuls - Image - CSR - KŠViP - 2. val - Apr-May 2025 (DN) - CPC;22504315132;Display;Luxembourg;133;0;0
Kaufland - BTS -  1. i 2. val - Aug - Sep 2025 (DN) - CPC;22902769159;Display;Belgium;1,092;5;0.64
Kaufland - Impuls - Kaufland Card - Blue Tuesday - Feb 2025 (DN) - CPC;22261718856;Display;Croatia;1,975,863;29,716;1488.45
Kaufland - Impuls - Image - CSR - KŠViP - 1. val - Apr 2025 (DN) - CPC;22420905485;Display;Qatar;38;0;0
Kaufland - BTS -  1. i 2. val - Aug - Sep 2025 (DN) - CPC;22902769159;Display;Latvia;6;0;0
Porsche DWA Oct - Dec 2025 (YT) - Efficient reach - CPM;23205520748;In-stream video;Croatia;3,722,590;2,750;4500.12
Kaufland - Impuls - Image - CSR - KŠViP - 2. val - Apr-May 2025 (DN) - CPC;22504315132;Display;Guadeloupe;8;0;0
Kaufland - BTS -  1. i 2. val - Aug - Sep 2025 (DN) - CPC;22902769159;Display;Czechia;687;9;1
Kaufland - Impuls - Image - CSR - KŠViP - 2. val - Apr-May 2025 (DN) - CPC;22504315132;Display;Nigeria;130;1;0.07
Kaufland - BTS -  1. i 2. val - Aug - Sep 2025 (DN) - CPC;22902769159;Display;Australia;200;3;0.49
Kaufland - BTS -  1. i 2. val - Aug - Sep 2025 (DN) - CPC;22902769159;Display;Nigeria;160;0;0
Kaufland - Impuls - Competition - NEO konkurencija Sinj - 100ti kupac - Dec-Jan 2024 (DN) - CPM;22052818761;Display;Croatia;2,259,341;3,301;1136.87
Kaufland - SuperSommer - 1., 2., 3., 4., 5., 6. i 7. val - 2025 (DN) - CPM - Polish language;22609067019;Display;Croatia;3,198,142;4,081;872.14
Kaufland - Impuls - Image - CSR - KŠViP - 2. val - Apr-May 2025 (DN) - CPC;22504315132;Display;Sweden;587;5;0.84
Kaufland - Impuls - Split - Ravne njive - Sept-Nov 2025 (DG) - CPC;23055052468;Demand Gen;Croatia;595,504;16,027;501.39
Kaufland - Impuls - Image - CSR - KŠViP - 1. val - Apr 2025 (DN) - CPC;22420905485;Display;Estonia;1;0;0
Kaufland - Impuls - Image - CSR - KŠViP - 1. val - Apr 2025 (DN) - CPC;22420905485;Display;Iceland;22;1;0.05
Kaufland - Impuls - NEO konkurencija - Jednodnevna akcija - Jankomir - DEC 2025 (DN) - CPC;23306185899;Display;Croatia;1,183,832;5,602;1050.55
Kaufland - Impuls - Image - CSR - KŠViP - 2. val - Apr-May 2025 (DN) - CPC;22504315132;Display;Israel;21;1;0.11
Kaufland - Impuls - Image - CSR - KŠViP - 1. val - Apr 2025 (DN) - CPC;22420905485;Display;Hungary;906;9;0.72
Kaufland - Impuls - Image - CSR - KŠViP - 2. val - Apr-May 2025 (DN) - CPC;22504315132;Display;Iceland;69;0;0
Kaufland - Image - Other - NEO - Otvorenje Osijek - Oct 2025 (DN) - CPM;23076969740;Display;Croatia;5,360,033;6,100;1348.76
Kaufland - BTS -  1. i 2. val - Aug - Sep 2025 (DN) - CPC;22902769159;Display;Portugal;69;1;0.18
Kaufland - Impuls - Image - CSR - KŠViP - 2. val - Apr-May 2025 (DN) - CPC;22504315132;Display;Singapore;71;0;0
Kaufland - Impuls - Image - CSR - KŠViP - 2. val - Apr-May 2025 (DN) - CPC;22504315132;Display;Lithuania;53;0;0
Kaufland - Impuls - Competition - NEO konkurencija - Neviđena rasprodaja - Jankomir - Aug 2025 (DG) - CPC;22939420753;Demand Gen;Croatia;120,155;4,247;501.59
Kaufland - BTS -  1. i 2. val - Aug - Sep 2025 (DN) - CPC;22902769159;Display;Lithuania;32;0;0
Kaufland - Impuls - Kaufland Card - Blue Tuesday - July 2025 (DN) - CPC;22832422795;Display;Croatia;1,541,152;27,991;996.21
Kaufland - Online katalog - VRT - Mar 2025 (DN) - CPC;22357788672;Display;Croatia;1,442,069;28,435;999.05
Kaufland - Impuls - Image - CSR - KŠViP - 2. val - Apr-May 2025 (DN) - CPC;22504315132;Display;Australia;114;2;0.29
Porsche Moon May - Jul 2025 - (DN) - CPC;22575576404;Display;Croatia;2,297,026;20,123;1944.73
Kaufland - BTS -  1. i 2. val - Aug - Sep 2025 (DN) - CPC;22902769159;Display;Luxembourg;172;0;0
Kaufland - Image - Impuls - FIMA - Split - Ravne njive - Jun-Jul 2025 (DN) - CPC;22719312160;Display;Croatia;756,921;10,361;499.47
Kaufland - BTS -  1. i 2. val - Aug - Sep 2025 (DN) - CPC;22902769159;Display;Hong Kong;36;0;0
Kaufland - Impuls - CRM - 50 dana - 50 poklona - Jan-Mar 2025 (DN) - CPC;22100777516;Display;Croatia;2,622,857;43,201;1391.37
Kaufland - Impuls - Other - Online katalog - Kućni ljubimci - Jan-Feb 2025 (DN) - CPC;22138453161;Display;Croatia;2,156,998;36,501;1596.67
Kaufland GDN Godišnja 2026 (DN);19354219109;Display;Croatia;69,015,716;1,033,146;28165.34
Kaufland - Impuls - Image - CSR - KŠViP - 1. val - Apr 2025 (DN) - CPC;22420905485;Display;United States;40;0;0
Kaufland - Impuls - Image - CSR - KŠViP - 1. val - Apr 2025 (DN) - CPC;22420905485;Display;Norway;85;2;0.19
Kaufland - Impuls - Božić - Nov-Dec - (DG) - CPC;23268872371;Demand Gen;Croatia;3,320,753;61,623;2150.35
Kaufland - BTS -  1. i 2. val - Aug - Sep 2025 (DN) - CPC;22902769159;Display;South Korea;50;2;0.18
Kaufland - BTS -  1. i 2. val - Aug - Sep 2025 (DN) - CPC;22902769159;Display;Denmark;208;1;0.1
Kaufland - Impuls - Kaufland Card - Blue Tuesday - May 2025 (DN) - CPC;22592469500;Display;Croatia;1,475,376;23,296;1348.97
202503// Got2b_STY Topseller B 25_Bumper_16x9_6s_BeachMatt_ChillHold//6sec//CPM//W18-54;22614852371;In-stream video;Croatia;2,614,324;3,762;2998.89
Porsche Moon Oct - Dec 2025 - (PMAX) - CPA;23100458605;Performance Max;Gabon;8;0;0
Kaufland - Impuls - NEO konkurencija - Stoti kupac - Jankomir - Oct 2025 (DG) - CPC;23068292085;Demand Gen;Croatia;273,032;11,823;548.78
Kaufland - Impuls - Other - Online katalog - Tjestenina i umaci - Feb-Mar 2025 (DN) - CPC;22253655013;Display;Croatia;2,427,688;30,248;1472.47
Kaufland - Impuls - Image - CSR - KŠViP - 2. val - Apr-May 2025 (DN) - CPC;22504315132;Display;Finland;416;3;0.6
Porsche Moon May - Jul 2025 - (YT) - VVC;22579330750;In-stream video;Croatia;2,233,718;2,134;3826.7
Kaufland - Impuls - Image - CSR - KŠViP - 1. val - Apr 2025 (DN) - CPC;22420905485;Display;Malta;79;2;0.15
Porsche Moon Oct - Dec 2025 - (PMAX) - CPA;23100458605;Performance Max;Hong Kong;5;1;0.44
Kaufland - Image - Impuls - FIMA - Split - Ravne njive - 100ti kupac - Split - Jul-Aug 2025 (DN) - CPM;22829619343;Display;Croatia;818,962;15,868;498.62
Kaufland - Impuls - Kaufland Card - Blue Tuesday - Jan 2025 (DN) - CPC;22133425589;Display;Croatia;2,224,963;37,311;1476.31
Porsche Moon Oct - Dec 2025 - (PMAX) - CPA;23100458605;Performance Max;Spain;6;0;0
202503//Got2b_STY Glued Off LX 25_Bumper_16x9_6s_GluedTinted_Styling&ColorB&E_241126asv01FL2D_Global_V1//6sec//CPM//W18-34;22306607992;In-stream video;Croatia;2,524,016;5,206;2999.64
Kaufland - Impuls - Red Bull Symphonic - Nov 2025 (DG) - CPC;23224632388;Demand Gen;Croatia;2,802,198;44,645;1498.97
Kaufland - Impuls - Nova Gradiška - Sept-Oct 2025 (DG) - CPC;23064392874;Demand Gen;Croatia;55,840;2,173;937.7
Kaufland - Impuls - Image - CSR - KŠViP - 2. val - Apr-May 2025 (DN) - CPC;22504315132;Display;Germany;7,976;85;13.28
Audi Servisni paketi -  Ulje Apr - May 2025 (PMAX) - CPA;22418928669;Performance Max;Ireland;118;0;0
GDN-Cupra-Terramar_2025-traffic-13012025-31012025;22117372783;Display;South Africa;812;7;0.95
Volkswagen Servisni paketi - Ulje Apr - May 2025 (PMAX) - CPA;22428809467;Performance Max;Croatia;691,536;17,054;2046.53
Seat Gume Mar - Apr 2025 (PMAX) - CPA;22375110178;Performance Max;Albania;1;0;0
Audi Servisni paketi - Metlice Apr - May 2025 (PMAX) - CPA;22390948020;Performance Max;Latvia;5;0;0
Audi Metlice Oct - Dec 2025 (PMAX) - CPA;23172535645;Performance Max;Macao;10;0;0
Finish Additives Jan - Mar 2025 (DN) - CPM;22121282348;Display;Lithuania;0;0;0
Audi Gume Oct - Dec 2025 (PMAX) - CPA;23147040878;Performance Max;Estonia;3;0;0
Audi A6 Aug - Sep 2025 (DN) - CPM;22938933272;Display;Poland;71,786;72;32.44
Audi Servisni paketi - Metlice Apr - May 2025 (PMAX) - CPA;22390948020;Performance Max;Saudi Arabia;18;1;0.07
Cupra Terramar Oct 2025 (DN) - CPM;23160674803;Display;South Africa;61;0;0.02
Audi Servisni paketi -  Ulje Apr - May 2025 (PMAX) - CPA;22418928669;Performance Max;Spain;839;2;0.05
Audi Gume Oct - Dec 2025 (PMAX) - CPA;23147040878;Performance Max;Saudi Arabia;195;0;0
Audi Servisni paketi -  Ulje Apr - May 2025 (PMAX) - CPA;22418928669;Performance Max;Netherlands;210;1;0.08
Škoda Akumulator Nov - Dec 2025 (PMAX) - CPA;23247325415;Performance Max;Croatia;2,350,719;14,285;1937.54
Škoda Akumulator Nov - Dec 2025 (DG) - CPC;23242272630;Demand Gen;Croatia;2,380,916;36,729;1153.96
Volkswagen Zupčasti remen Oct - Dec 2025 (DG) - CPC;23200358572;Demand Gen;Croatia;4,937,809;94,174;3330.62
Volkswagen Gume Mar - Apr 2025 (PMAX) - CPA;22364219464;Performance Max;Croatia;1,183,398;18,562;2719.9
Škoda Servisni paketi - Metlice Apr - May 2025 (PMAX) - CPA;22391002215;Performance Max;Germany;1;0;0
Cupra Terramar Oct 2025 (DN) - CPM;23160674803;Display;Reunion;10;0;0
GDN-Cupra-Terramar_2025-traffic-13012025-31012025;22117372783;Display;Slovakia;1,946;14;1.88
Cupra Terramar Oct 2025 (DN) - CPM;23160674803;Display;Slovenia;8,277;6;2.9
Volkswagen Transporter Apr-May 2025 (DN) - CPC;22408558319;Display;Czechia;1,074;15;0.99
Audi Servisni paketi - Metlice Apr - May 2025 (PMAX) - CPA;22390948020;Performance Max;Portugal;64;0;0
Audi Metlice Oct - Dec 2025 (PMAX) - CPA;23172535645;Performance Max;Croatia;413,080;1,509;689.84
Volkswagen PHEV Jun-Aug 2025 (YT) - Reach Mix - CPM;22718937352;In-stream video;Croatia;4,491,213;5,801;5361.09
Volkswagen Transporter Apr-May 2025 (DN) - CPC;22408558319;Display;Switzerland;72;0;0
Seat Gume Oct - Dec 2025 (DG) - CPC;23141475096;Demand Gen;Croatia;2,701,072;36,450;1397.42
Audi Metlice Oct - Dec 2025 (PMAX) - CPA;23172535645;Performance Max;Lithuania;19;0;0
Audi Servisni paketi -  Ulje Apr - May 2025 (PMAX) - CPA;22418928669;Performance Max;Denmark;20;0;0
Audi A6 Aug - Sep 2025 (DN) - CPM;22938933272;Display;Cyprus;142;0;0.05
Audi Gume Mar - Apr 2025 (PMAX) - CPA;22371579791;Performance Max;Sweden;18;0;0
Cupra Formentor PHEV II - May 2025 (PMAX) - CPA;22539651838;Performance Max;Croatia;719,820;6,291;1450.6
Cupra Terramar Oct 2025 (DN) - CPM;23160674803;Display;Singapore;67;0;0.02
GDN-Cupra-Terramar_2025-traffic-13012025-31012025;22117372783;Display;Saudi Arabia;733;11;1.46
Škoda Gume Mar - Apr 2025 (PMAX) - CPA;22354172118;Performance Max;Croatia;1,109,168;26,742;2310.17
Audi A6 Aug - Sep 2025 (DN) - CPM;22938933272;Display;Qatar;196;0;0.07
Cupra Terramar Oct 2025 (DN) - CPM;23160674803;Display;Czechia;159;0;0.05
Audi Servisni paketi - Metlice Apr - May 2025 (PMAX) - CPA;22390948020;Performance Max;Poland;184;1;1.3
Audi Gume Mar - Apr 2025 (PMAX) - CPA;22371579791;Performance Max;Netherlands;5;0;0
Volkswagen Tayron - April/May 2025 (YT) - Reach Mix - CPM;22415374749;In-stream video;Croatia;4,001,008;3,232;4100.6
Audi Servisni paketi -  Ulje Apr - May 2025 (PMAX) - CPA;22418928669;Performance Max;Guadeloupe;1;0;0
Audi Gume Mar - Apr 2025 (PMAX) - CPA;22371579791;Performance Max;Malta;27;0;0
Audi Servisni paketi - Metlice Apr - May 2025 (PMAX) - CPA;22390948020;Performance Max;Slovakia;18;0;0
Audi Metlice Oct - Dec 2025 (PMAX) - CPA;23172535645;Performance Max;Cyprus;2;0;0
Audi Gume Oct - Dec 2025 (PMAX) - CPA;23147040878;Performance Max;Hong Kong;44;0;0
Finish Additives Jan - Mar 2025 (DN) - CPM;22121282348;Display;Qatar;27;0;0
Audi Gume Mar - Apr 2025 (PMAX) - CPA;22371579791;Performance Max;Bulgaria;127;1;0.03
Seat Zupčasti remen Oct - Dec 2025 (DG) - CPC;23177785397;Demand Gen;Croatia;3,266,409;49,330;1925.05
Audi Servisni paketi -  Ulje Apr - May 2025 (PMAX) - CPA;22418928669;Performance Max;Turkiye;2;0;0
Cupra Terramar Oct 2025 (DN) - CPM;23160674803;Display;Portugal;48;0;0.02
Volkswagen Transporter Apr-May 2025 (DN) - CPC;22408558319;Display;Australia;152;0;0
Škoda Superb May-Jun 2025 (DG) - CPC;22553033214;Demand Gen;Croatia;2,426,212;35,223;1199.98
Audi Gume Oct - Dec 2025 (PMAX) - CPA;23147040878;Performance Max;New Zealand;9;0;0
Škoda Elroq Apr - May 2025 (DG) - CPC;22470193148;Demand Gen;Croatia;3,767,573;68,938;2000.18
Audi A6 Aug - Sep 2025 (DN) - CPM;22938933272;Display;Nigeria;598;0;0.11
Audi Gume Oct - Dec 2025 (PMAX) - CPA;23147040878;Performance Max;Lithuania;14;0;0
GDN-Cupra-Terramar_2025-traffic-13012025-31012025;22117372783;Display;Hungary;66,076;605;78.39
Seat Gume Mar - Apr 2025 (PMAX) - CPA;22375110178;Performance Max;Croatia;618,309;10,062;1257.66
Audi Servisni paketi - Metlice Apr - May 2025 (PMAX) - CPA;22390948020;Performance Max;Estonia;1;0;0
Finish Bosch PIP Feb - Mar 2025 (YT) - TrueView - CPV;22183405843;In-stream video;Croatia;2,167,167;1,756;6401.66
Cupra Terramar Oct 2025 (DN) - CPM;23160674803;Display;Norway;518;0;0.14
